1	09/09/2021 15:46	1	0	1	0
1	09/09/2021 15:52	1	0	1	0
1	09/09/2021 15:59	1	0	1	0
2	09/09/2021 16:00	1	0	15	0
3	09/09/2021 16:00	1	0	15	0
4	09/09/2021 16:03	1	0	15	0
5	09/09/2021 08:04	1	0	15	0
5	09/09/2021 16:04	1	0	15	0
6	28/09/2021 08:06	1	0	25	0
6	28/09/2021 16:06	1	0	25	0
